Listing ID,Listing Title,Nightly Price,Listing URL
18992769,"51st Floor MagMile Penthouse - VIEWS, Fireplace, Balcony, Pool, WiFi",317,https://www.vrbo.com/411255?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=18992769
89847719,"Beautiful downtown studio near LOLLAPALOOZA, navy pier, shopping, food, and more",105,https://www.vrbo.com/3154735?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013771&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=89847719
92716068,Wrigley/Southport Corridor Garden Oasis +parking!,177,https://www.vrbo.com/3343658?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=92716068
78442254,"Rare Gem! Indoor Pool, Rooftop Deck, Close to Magnificent Mile",184,https://www.vrbo.com/2818226?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=78442254
89634892,"Free Parking & Wifi in  Bucktown/Logan Square Apt, Close to Everything! ",159,https://www.vrbo.com/3135547?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=553248622905536905&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=89634892
91575191,"50th Floor MagMile forever VIEWS, Balcony, Pool",258,https://www.vrbo.com/3270062?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=91575191
18786518,One half block from Lincoln Park and the zoo,240,https://www.vrbo.com/883506?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013772&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6059328&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=18786518
34185692,Roscoe Village Inn | Guesthouse | Walk to Chicago's Wrigley Field,182,https://www.vrbo.com/708795?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013779&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132415&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=34185692
92499056,Wrigleyville Inn - Garden Unit,254,https://www.vrbo.com/3334156?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013779&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=92499056
78127193,Stunning 3 BR in prime Chicago location,178,https://www.vrbo.com/2790787?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013779&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6059328&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=78127193
78483492,Art Park #12 - Mich Ave 2bd Penthouse gym+rooftop,367,https://www.vrbo.com/2823629?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013780&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=78483492
19910341,"Spacious Bronzeville Gem Garden lvl Near Downtown, University of Chicago, Museum",121,https://www.vrbo.com/4704285ha?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013779&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132245&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=19910341
83570994,Chic Suite/Mins to L Train /Laundry/Free Parking,121,https://www.vrbo.com/2940667?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013782&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=83570994
74061538,Cozy modern unit w/ easy access to downtown Chi,97,https://www.vrbo.com/2591036?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013780&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=74061538
19091346,"52nd Floor MagMile Penthouse - VIEWS, Fireplace, Fitness Center, Pool, WiFi",364,https://www.vrbo.com/65673?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013782&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=19091346
66492025,Remodeled Studio Apt in East Lakeview,198,https://www.vrbo.com/2267972?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013784&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=66492025
63882759,NEW LUXURY CONDO WITH PATIO DECK,213,https://www.vrbo.com/2189244?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013787&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=63882759
50627891,Stylish and Cute 2BR Apartment Near Wrigley!,152,https://www.vrbo.com/1952398?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013787&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132429&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=50627891
34083769,"BEST LOCATION!! LUX 2b/2b Condo, 51st Floor AMAZING Views, Great Amenities!",188,https://www.vrbo.com/499693?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013787&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=34083769
74730483,Charming 1 Bedroom entire Apartment -  1 Mile from Wrigley,129,https://www.vrbo.com/2632444?dateless=true&x_pwa=1&rfrr=HSR&pwa_ts=1711879013786&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132415&latLong=41.8804017%2C-87.63020379999999&searchId=37727d66-3443-4f03-847c-806ead4526d1&privacyTrackingState=CAN_TRACK&sort=RECOMMENDED&userIntent=&expediaPropertyId=74730483
